10dacb	10-Deacetylbaccatin III
2p46dcxlt	2-Pyrone-4,6-dicarboxylate
2p4c2me	2-phospho-4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol
2pcphlrgcxl	2-Protocatechoylphloroglucinolcarboxylate
2pentcoa	2-pentenoyl-CoA
2pg	D-Glycerate 2-phosphate
2pglyc	2-phosphonatoglycolate(3-)
2phpdmcmt	2-Phenyl-1,3-propanediol monocarbamate
2pntn	2-Pentanone
2ppoh	Isopropanol
2ppp	2-Polyprenylphenol
2qlnl	2-Quinolinol
2s5epchc	2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate
2shchc	2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate
2tddacp	trans_Dodec_2_enoyl_acyl_carrier_protein
2tdeacp	trans_Dec_2_enoyl_acyl_carrier_protein
2tdec7eg3p	2-tetradec-7-enoyl-sn-glycerol 3-phosphate
2tdecg3p	2-tetradecanoyl-sn-glycerol 3-phosphate
2thdeacp	trans_Hexadec_2_enoyl_acyl_carrier_protein
2theacp	trans_Hex_2_enoyl_acp
2tocdacp	trans_Octadec_2_enoyl_acyl_carrier_protein
2toceacp	trans_Oct_2_enoyl_acp
2tpr3dpcoa	2-(5-triphosphoribosyl)-3-dephospho-CoA
2ttdeacp	trans_Tetradec_2_enoyl_acyl_carrier_protein
2xchccoa	2-Oxocyclohexane-1-carbonyl-CoA
31dmt	31-DMT or M-II, 31-O-desmethyl tacrolimus
325dgh	3-deoxy-D-glycero-2,5-hexodiulosonate
32ddog	3-dehydro-2-deoxy-D-gluconate
334dhpyrylala	3-(3,4-Dihydroxypyridin-1-yl)-L-alanine
33hmeoxobut	2-Oxo-3-hydroxyisovalerate
34dchlanln	3,4-Dichloroaniline
34dchlphem	N-(3,4-Dichlorophenyl)-malonamate
34dh2hprl2c	3,4-Dihydro-2H-Pyrrole-2-carboxylate
34dhahrdvn	3,4-Dihydroanhydrorhodovibrin
34dhb	Protocatechuate
34dhcinm	trans-caffeate
34dhmald	3,4-Dihydroxymandelaldehyde
34dhoxmand	3,4-Dihydroxymandelate
34dhoxpeg	3,4-Dihydroxyphenylethyleneglycol
34dhpac	3,4-Dihydroxyphenylacetaldehyde
34dhpacet	3-4-Dihydroxyphenylacetate
34dhpe	3,4-Dihydroxyphenylethanol
34dhpha	(3,4-dihydroxyphenyl)acetate
34dhphe	L-dopa
34dhpyr	3,4-Dihydroxypyridine
34dhrdpn	3,4-Dehydrorhodopin
34dhrdvn	3,4-Dihydrorhodovibrin
34dhstyrn	3,4-Dihydroxystyrene
34dhtm3c	3,4-Dehydrothiomorpholine-3-carboxylate
34hpl	3-(4-hydroxyphenyl)lactate
34hplac	R__3__4_Hydroxyphenyl_lactate
34hpp	3-(4-hydroxyphenyl)pyruvate
35ccmp	3,5-Cyclic CMP (iMM904)
35cdamp	3__5__Cyclic_dAMP
35cgmp	3,5-cyclic GMP(1-)
35cimp	3__5__Cyclic_IMP
35cntd	3,5-Cyclic nucleotide
35dacap	(3S,5S)-3,5-Diaminocaproate
35dchlctcl	3,5-Dichlorocatechol
35dhpaccoa	3,5-Dihydroxyphenylacetyl-CoA
35dhpgoxlt	3,5-Dihydroxyphenylglyoxylate
35dhpvs	3-alpha,5beta-dihydroxy-pravastatin / 3-alpha5beta6beta-trihydroxy pravastatin
35diotyr	3,5-diiodo-L-tyrosine
35dsmv	3,5-dihydrodiol-simvastatin-lactone form
36dahx	(3S)-3,6-Diaminohexanoate
37dmurt	3,7-Dimethyluric acid
37dmxthn	3,7-Dimethylxanthine
3a2opp	3-Amino-2-oxopropyl phosphate
3abutcoa	L-3-Aminobutyryl-CoA
3adp2pg	3-(ADP)-2-phosphoglycerate
3adpg	3-(ADP)-glycerate
3aib	(S)-3-aminoisobutyric acid
3aib_D	D-3-Amino-isobutanoate
3aib_L	L-3-Amino-isobutyrate
3amp	3-AMP(2-)
3ap12dn	3-Aminopropane-1,2-diol
3apntrl	3-Aminopropiononitrile
3atrpn	3-Acetyltropine
3bcrn	3-hydroxy butyryl carnitine
3bhd5strd	3beta-Hydroxy-delta5-steroid
3btcoa	3-Butenoyl-CoA
3btnt	3-Butynoate
3c2hmp	3-Carboxy-2-hydroxy-4-methylpentanoate
3c2hmsal	3-Carboxy-2-hydroxymuconate semialdehyde
3c3hmp	3-Carboxy-3-hydroxy-4-methylpentanoate
3c4mop	3-Carboxy-4-methyl-2-oxopentanoate
3chmucnt	3-Chloro-cis,cis-muconate
3clctcl	3-Chlorocatechol
3cldhchdn	3-Chloro-cis-1,2-dihydroxycyclohexa-3,5-diene
3clhmsaldh	3-Chloro-2-hydroxymuconic semialdehyde
3cmp	3-cmp
3cmuc	3-Carboxy-cis,cis-muconate
3cvobz	3-[(1-Carboxyvinyl)oxy]benzoate
3ddcrn	3-hydroxydodecanoylcarnitine
3ddecdicoa	3,6-dodecadienoylcoa
3ddgc	3-Dehydro-2-deoxy-D-gluconate
3ddlhept	3-deoxy-d-lyxo-heptulosaric acid (rare sugar in rhamnogalacturonan II)
3deccrn	3-hydroxydecanoylcarnitine
3decdicoa	3,7-decadienoylcoa
3dgdsbssmn	3-D-Glucuronosyl-N2,6-disulfo-beta-D-glucosamine
3dh46dchol	3-dehydro-delta-4,6-Deoxycholate
3dh46lchol	3-dehydro-delta-4,6-Lithocholate
3dh4cacoa	3-dehydro-delta-4,6-Lithocholate
3dh4cdcacoa	3-dehydro-delta-4-Chenodeoxycholoyl-CoA
3dh4cdchol	3-dehydro-delta-4-Chenodeoxycholate
3dh4chol	3-dehydro-delta-4-Choloate
3dh4dchol	3-dehydro-delta-4-Deoxycholate
3dh4lchol	3-dehydro-delta-4-Lithocholate
3dh4udcacoa	3-dehydro-delta-4-Ursodeoxycholoyl-CoA
3dh4udchol	3-dehydro-delta-4-Ursodeoxycholate
3dhadchol	3-dehydro-Deoxycholate
3dhalchol	3-dehydro-Lithocholate
3dhcacoa	3-dehydro-Choloyl-CoA
3dhcdcacoa	3-dehydro-Chenodeoxycholoyl-CoA
3dhcdchol	3-Dehydrochenodeoxycholate
3dhchol	3-Dehydrocholate
3dhcrntn	3-Dehydrocarnitine
3dhdchol	3-dehydro-Deoxycholate
3dhguln	3-dehydro-L-gulonate
3dhgulnp	3-keto-L-gulonate-6-phosphate
3dhlchol	3-dehydro-Lithocholate
3dhq	3-Dehydroquinate
3dhsk	3-Dehydroshikimate
3dhudcacoa	3-dehydro-Ursodeoxycholoyl-CoA
3docopencoa	3,7,10,13,16-docosapentenoylcoa
3dodtricoa	3,6,9-dodecatrienoylcoa
3dpdhb	3-Decaprenyl-4,5-dihdydroxybenzoate
3dpdhb_me	3-Decaprenyl-4-hydroxy-5-methoxybenzoate
3dphb	3-Decaprenyl-4-hydroxybenzoate
3dsphgn	(2S)-1-hydroxy-3-oxooctadecan-2-aminium
3ethmal	3-Ethylmalate
3fadgrfns	3F-alpha-D-Galactosylraffinose
3fbnzt	3-Fluorobenzoate
3fch1c	3-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate
3fctcl	3-Fluorocatechol
3fmcnt	3-Fluoro-cis,cis-muconate
3fsalc	3-Formylsalicylic acid
3fuclac	3-Fucosyllactose (HMO, PMID:11425797)
3fumrlpyr	3-Fumarylpyruvate
3gmp	3-GMP
3h26dm5coa	3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA
3h2hp46dc	2-Hydroxy-2-hydropyrone-4,6-dicarboxylate
3h2m45dc	3-Hydroxy-2-methylpyridine-4,5-dicarboxylate
3h2mp5c	3-Hydroxy-2-methylpyridine-5-carboxylate
3h3mglt	3-Hydroxy-3-Methyl-Glutarate
3h3mop	(R)-3-Hydroxy-3-methyl-2-oxopentanoate
3h5ohxnt	3-Hydroxy-5-oxohexanoate
3haACP	(3R)-3-Hydroxyacyl-[acyl-carrier protein]
3hacoa	(S)-3-Hydroxyacyl-CoA
3hadicoa	3-Hydroxy-Adipoyl Coenzyme A
3hadpac	3-Hydroxy-Adipate
3hadpcoa	(3S)-3-Hydroxyadipyl-CoA
3hanthrn	3-hydroxyanthranilate
3haphe	3-Hydroxyaminophenol
3hbacp	3R__3_Hydroxybutanoyl_acyl_carrier_protein
3hbaldh	3-Hydroxybenzaldehyde
3hbbut	(R)-3-((R)-3-Hydroxybutanoyloxy)butanoate
3hbcoa	(S)-3-hydroxybutanoyl-CoA(4-)
3hbcoa_R	(R)-3-hydroxybutanoyl-CoA(4-)
3hbnlcoa	3-Hydroxybutanoyl-CoA
3hbnzt	3-Hydroxybenzoate
3hbutnt	(S)-3-Hydroxybutanoate
3hcddec5eACP	(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]
3hcdgggp	CDP-2-O-(3'-hydroxy)geranyl-3-O-geranyl-sn-glycerol
3hcinnm	3-hydroxycinnamic acid
3hcmrs7eACP	(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]
3hcpalm9eACP	(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]
3hcvac11eACP	(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein]
3hdcoa	(S)-3-Hydroxydecanoyl-CoA
3hddacp	R__3_Hydroxydodecanoyl_acyl_carrier_protein
3hddcoa	(S)-3-Hydroxydodecanoyl-CoA
3hddecACP	(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]
3hdeacp	3R__3_Hydroxydecanoyl_acyl_carrier_protein
3hdecACP	(R)-3-Hydroxydecanoyl-[acyl-carrier protein]
3hdeccoa	3-hydroxyhexadecenoylcoa
3hdececrn	3-hydroxyhexadecenoylcarnitine
3hdgggp	2-O-(3'-hydroxy)geranyl-3-O-geranyl-sn-glycerol
3hdgggps	2-O-(3'-hydroxy)geranyl-3-O-geranyl-sn-glyceroserine
3hdggpg	2-O-(3'-hydroxy)geranyl-3-O-geranyl-sn-glycerol-1-phospho-3'-sn-glycerol
3hdggpgp	2-O-(3'-hydroxy)geranyl-3-O-geranyl-sn-glycerol-1-phospho-3'-sn-glycerol phosphate
3hdggpi	2-O-(3'hydroxy)geranyl-3-O-geranyl-sn-glycero-1-phospho-myo-inositol
3hdpgpe	2-O-(3'-hydroxy)phytanyl-3-O-phytanyl-sn-glycero-l-phosphoethanolamine
3hdpgpg	2-O-(3'-hydroxy)phytanyl-3-O-phytanyl-sn-glycerol-1-phospho-3'-sn-glycerol
3hdpgpi	2-O-(3'-hydroxyl)phytanyl-3-O-phytanyl-sn-glycero-1-phospho-myo-inositol
3hdpgps	2-O-(3'-hydroxy)phytanyl-3-O-phytanyl-sn-glycero-l-phosphoserine
3hemthg	3-Hydroxy-3-methylglutarate
3hexdcoa	3-hydroxyhexadecanoylcoa
3hexdcrn	3-hydroxyhexadecanoylcarnitine
3hexdtetcoa	3,7,10,13-hexadecatetraenoylcoa
3hexdtricoa	3,7,10-hexadecatrienoylcoa
3hfrdp	3-hydroxy-farnesyl diphosphate
3hgACPm	3-hydroxyglutaryl-ACP methyl ester
3hgcoa	3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA
3hggdp	3-hydroxy-geranylgeranyl diphosphate
3hglutcoa	3-Hydroxy-Glutaryl Coenzyme A
3hgrdp	3-hydroxy-geranyl diphsophate
3hhacp	R__3_Hydroxyhexanoyl_acp
3hhcoa	(S)-3-Hydroxyhexanoyl-CoA
3hhdcoa	(S)-3-Hydroxyhexadecanoyl-CoA
3hhexACP	(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]
3hibup_R	3-hydroxy R-ibuprofen
3hibup_S	3-hydroxy S-ibuprofen
3hibupglu_S	3-hydroxy S-ibuprofen-glucuronide
3hibutcoa	(S)-3-Hydroxyisobutyryl-CoA
3hisovalcoa	3-Hydroxyisovaleryl-CoA
3hivac	3-Hydroxyisovaleric Acid
3hlglu	3-Hydroxy-L-glutamate
3hlvst	3-hydroxy-lovastatin lactone form
3hlvstacid	3-hydroxy-lovastatin acid form
3hmbcoa	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA(4-)
3hmhecoa	3-Hydroxy-5-methylhex-4-enoyl-CoA
3hmp	3-hydroxy-2-methylpropanoate
3hmrsACP	(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]
3hocacp	R__3_Hydroxyoctanoyl_acyl_carrier_protein
3hocdacp	3R__3_Hydroxyoctadecanoyl_acyl_carrier_protein
3hocoa	(S)-3-Hydroxyoctanoyl-CoA
3hoctaACP	(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]
3hoctACP	(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]
3hoctdecACP	3-Hydroxyoctodecanoyl-ACP
3hodcoa	(S)-3-Hydroxyoctadecanoyl-CoA
3hopc4coa	3-Hydroxy-OPC4-CoA
3hopc6coa	3-Hydroxy-OPC6-CoA
3hopc8coa	3-Hydroxy-OPC8-CoA
3hpaacp	3R__3_Hydroxypalmitoyl_acyl_carrier_protein
3hpACPm	3-hydroxypimeloyl-ACP methyl ester
3hpalmACP	R-3-hydroxypalmitoyl-[acyl-carrier protein]
3hpcoa	3-hydroxypropanoyl-CoA(4-)
3hphac	3-Hydroxyphenylacetate
3hpmlcoa	3-Hydroxypimelyl-CoA
3hpp	3-hydroxypropionate
3hppa	3-hydroxyphenylpropionic acid (3-HPPA)
3hppnl	3-Hydroxypropanal
3hpppn	3-(3-hydroxy-phenyl)propionate
3hpppnoh	3-(3-Hydroxy-Phenyl)Propionate Hydroxy Derivative
3hpppnohgluc	3-(3-Hydroxy-Phenyl)Propionate Hydroxy Derivative Glucuronide
3hpvs	3-S-hydroxy-pravastatin
3hpvscoa	3-S-hydroxy-pravastatin-CoA
3hpvstet	3-S-hydroxy-pravastatin-tetranor
3hpvstetcoa	3-S-hydroxy-pravastatin-tetranor-CoA
3hqn	3-Hydroxyquinine
3hsmv	3-hydroxy-simvastatin-lactone form
3hsmvacid	3-hydroxy-simvastatin-acid form
3htdacp	3R__3_Hydroxytetradecanoyl_acyl_carrier_protein
3htdcoa	(S)-3-Hydroxytetradecanoyl-CoA
3htmelys	3-Hydroxy-N6,N6,N6-trimethyl-L-lysine
3htpentaecoa	(6Z,9Z,12Z,15Z,18Z)-3-Hydroxytetracosapenta-6,9,12,15,18-enoyl-CoA
3hxkynam	3-Hydroxykynurenamine
3ig3p	C-(3-Indolyl)-glycerol 3-phosphate
3ip6ohnt	(3R)-3-Isopropenyl-6-oxoheptanoate
3ipenlcoa	3-Isopropylbut-3-enoyl-CoA
3ipent	3-Isopropylbut-3-enoic acid
3ispvs	3-alpha-iso-pravastatin
3ityr_L	3-iodo-L-tyrosine
3ivcoa	3-hydroxyisovalerylcoa
3ivcrn	3-hydroxy-isovaleryl carnitine
3m1hbtpp	3-Methyl-1-hydroxybutyl-TPP
3m2mcptmp	3-Mercapto-2-mercaptomethylpropanoate
3m4hpga	3-Methoxy-4-hydroxyphenylglycolaldehyde
3mapgn	3-Methoxyapigenin
3masp	L-threo-3-Methylaspartate
3mb2coa	3-methylbut-2-enoyl-CoA(4-)
3mba	3_methylbutanoic_acid
3mbal	3_methylbutanal
3mbaldh	3-Methylbenzaldehyde
3mboh	3-Methylbenzyl alcohol
3mbol	3_methylbutanol
3mbutACP	3-methylbutanoyl-ACP,isovaleryl-ACP
3mcat	3-Methylcatechol
3meacmp	3-methoxy-acetaminophen
3mgcoa	trans-3-methylglutaconyl-CoA(5-)
3mglutac	3-Methyl-Glutaconate
3mglutr	3-Methyl-Glutarate
3mhis	3-Methylhistidine
3mlda	3-Methylimidazoleacetic acid
3mldz	1-methylimidazole-4-acetaldehyde
3mmlctn	3-Methylmuconolactone
3mmucnt	3-Methyl-cis,cis-muconate
3mob	3-methyl-2-oxobutanoate
3mop	3-methyl-2-oxopentanoate
3mox4hoxm	3-Methoxy-4-hydroxymandelate
3mox4hpac	(4-hydroxy-3-methoxyphenyl)acetaldehyde
3moxtyr	3-Methoxytyramine
3msaclt	3-Methylsalicylate
3mthpb	3-Methyl-1-(2,4,6-trihydroxyphenyl)butan-1-one
3mtp	3-methyl-thio-propionate (CAS ID: 5925-75-7)
3mxnthn	3-Methylxanthine
3oacoa	3-Oxoacyl-CoA
3ocddcoa	3-hydroxyoctadecadienoylcoa
3ocddec5eACP	3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein]
3ocmrs7eACP	3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein]
3ocpalm9eACP	3-oxo-cis-palm-9-eoyl-[acyl-carrier protein]
3octdec2coa	3-hydroxyoctadecadienoylcoa
3octdec2crn	3-hydroxyoctadecadienoylcarnitine
3octdeccrn	3-hydroxyoctadecanoyl carnitine
3octdece1coa	3-hydroxyoctadecenoylcoa
3octdece1crn	3-hydroxy-octadecenoyl carnitine
3octdectecoa	3,6,9,12-octadecatetraenoylcoa
3octpencoa	3,6,9,12,15-octadecapentenoylcoa
3ocvac11eACP	3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein]
3od5strd	3-Oxo-delta5-steroid
3odcoa	3-Oxodecanoyl-CoA
3oddcoa	3-Oxododecanoyl-CoA
3oddecACP	3-Oxododecanoyl-[acyl-carrier protein]
3odecACP	3-Oxodecanoyl-[acyl-carrier protein]
3ogACPm	3-ketoglutaryl-ACP methyl ester
3oh_cbz	3-Hydroxycarbamazepine
3oh_cbz_glc	3-Hydroxy Carbamazepine Glucuronide
3oh_dlor	3-Hydroxydesloratadine
3oh_dlor_glc	3-Hydroxydesloratadine Glucuronide
3oh_mdea	3-Hydroxy N-Desethylamiodarone (3-Hydroxy_MDEA) (M8)
3oh_mdea_glc	3-Hydroxy N-Desethylamiodarone Glucuronide (3-Hydroxy_MDEA_Glc) (M15)
3oh_mxn	3-Hydroxymorphinan
3oh_mxn_glc	3-Hydroxymorphinan O-Glucuronide
3ohacmp	3-hydroxy-acetaminophen
3ohcoa	3-Oxohexanoyl-CoA
3ohdcoa	3-oxopalmitoyl-CoA(4-)
3ohexACP	3-Oxohexanoyl-[acyl-carrier protein]
3ohglutac	3-Hydroxy-Glutarate
3ohodcoa	3-Oxooctadecanoyl-CoA
3ohsebac	3-Hydroxy-Sebacic Acid
3ohsebcoa	3-Hydroxy-Sebacoyl Coenzyme A
3ohsubac	3-Hydoxy-Suberic Acid
3ohsubcoa	3-Hydoxy-Suberyl Coenzyme A
3ohxccoa	3-Oxohexacosyl-CoA
3omal	3-Oxalomalate
3omglt	3-O-Methylgallate
3omqrctn	3-O-Methylquercetin
3omrsACP	3-Oxotetradecanoyl-[acyl-carrier protein]
3oocoa	3-Oxooctanoyl-CoA
3ooctACP	3-Oxooctanoyl-[acyl-carrier protein]
3ooctdACP	3-Oxooctadecanoyl-[acyl-carrier protein]
3ooctdecACP	3-Oxooctodecanoyl-ACP
3oodcoa	3-Oxooctadecanoyl-CoA
3oopc4coa	3-Oxo-OPC4-CoA
3oopc6coa	3-Oxo-OPC6-CoA
3opACPm	3-ketopimeloyl-ACP methyl ester
3opalmACP	3-Oxohexadecanoyl-[acyl-carrier protein]
3opc8ocoa	3-Oxo-OPC8-CoA
3ophb	3-Octaprenyl-4-hydroxybenzoate
3otdcoa	3-Oxotetradecanoyl-CoA
3oxddacp	3_Oxododecanoyl_acyl_carrier_protein
3oxdeacp	3_Oxodecanoyl_acyl_carrier_protein
3oxhacp	3_Oxohexanoyl_acyl_carrier_protein
3oxhdacp	3_Oxohexadecanoyl_acp
3oxoadp	3-Oxoadipate
3oxocacp	3_Oxooctanoyl_acyl_carrier_protein
3oxocdacp	3_Oxooctadecanoyl_acp
3oxtdacp	3_Oxotetradecanoyl_acyl_carrier_protein
3padsel	3-Phosphoadenylylselenate
3pdent	3-Phospho-D-erythronate
3pentcoa	3-pentenoyl-CoA
3pg	3-Phospho-D-glycerate
3php	3-phosphonatooxypyruvate(3-)
3pop	3-Phosphonopyruvate
3psme	5-O-(1-Carboxyvinyl)-3-phosphoshikimate
3rbleu	(3R)-beta-Leucine
3rlnl	(3R)-Linalool
3sala	3-Sulfino-L-alanine
3sccoa	(3S)-Citryl-CoA
3slact	3-Sulfolactate
3snpyr	3-Sulfinopyruvate
3spyr	3-sulfonatopyruvate(2-)
3tdcrn	3-hydroxy-tetradecanoyl carnitine
3tetd7ecoa	3-hydroxy tetradecenoyl-7-coa
3tetd7ecoacrn	3-hydroxy tetradecenoyl-7-carnitine
3thexddcoa	3-hydroxy trans7,10-hexadecadienoylcoa
3thexddcoacrn	3-hydroxy trans7,10-hexadecadienoyl carnitine
3ttetddcoa	3-hydroxy trans5,8tetradecadienoyl coa
3ttetddcoacrn	3-hydroxy trans5,8tetradecadienoyl carnitine
3u1ylala	3-(Uracil-1-yl)-L-alanine
3uib	3-Ureidoisobutyrate
3ump	3-UMP(2-)
3vctcl	3-Vinylcatechol
42A3HP24DB	4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate
44dpnspr	4,4-Diaponeurosporene
44mctr	4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol
44mzym	14-demethyllanosterol
45adhcrtsn	4,5alpha-Dihydrocortisone
45bdhcrtsn	4,5beta-Dihydrocortisone
46dhoxquin	4,6-Dihydroxyquinoline
48dhoxquin	quinoline-4,8-diol
4a3hbutnt	4-Amino-3-hydroxybutanoate
4a5ic	4-Amino-5-imidazolecarboxylic acid
4aabutn	4-acetamidobutanoate
4aaold	4-Androsten-16alpha-ol-3,17-dione
4abut	4-Aminobutanoate
4abutn	4-Aminobutanal
4abz	4-Aminobenzoate
4adcho	4-amino-4-deoxychorismate
4ahmmp	4-Amino-5-hydroxymethyl-2-methylpyrimidine
4ampm	4-Amino-2-methyl-5-phosphomethylpyrimidine
4aphdob	4-(2-aminophenyl)-2,4-dioxobutanoate
4aphe	4-Aminophenol
4bhglz	4-beta-OH-gliclazide
4c2hcism	4-Carboxy-2-hydroxy-cis,cis-muconate
4c2hmsaldh	4-Carboxy-2-hydroxymuconate semialdehyde
4c2me	4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol
4c2oxo3hex	4-Carboxy-2-oxo-3-hexenedioate
4chhddnt	4-Carboxy-2-hydroxyhexa-2,4-dienedioate
4chlctchl	4-Chlorocatechol
4chlt3one	4-Cholesten-3-one
4chpheac	4-Chlorophenyl acetate
4co4pnt	4-Carboxy-2-oxo-4-pentenoate
4coum	4_Coumarate
4dadg4edgalur	4-(4-Deoxy-alpha-D-gluc-4-enuronosyl)-D-galacturonate
4dh_tpno	4-Dehydroxytempol
4dh_tpno_1glc	4-Dehydroxytempol 1-O-Glucuronide
4dnpmcn	4-Demethylpremithramycinone
4fbnzt	4-Fluorobenzoate
4fch1c	4-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate
4fchdl	4-Fluorocyclohexadiene-cis,cis-1,2-diol
4fctcl	4-Fluorocatechol
4flthr	4-Fluoro-L-threonine
4fumacac	4-fumarylacetoacetate(2-)
4glu56dihdind	4-S-Glutathionyl-5,6-Dihydroxyindoline
4gnlcpmd	4-Glutathionyl cyclophosphamide
4gubut	4-Guanidinobutanoate
4gudbd	4-Guanidinobutanamide
4h2kpi	4-Hydroxy-2-ketopimelate
4h2oglt	4-hydroxy-2-oxoglutarate(2-)
4h2ohxnt	4-Hydroxy-2-oxohexanoate
4h2opntn	4-Hydroxy-2-oxopentanoate
4h2oxg	D_4_Hydroxy_2_oxoglutarate
4h3ppbzt	4-Hydroxy-3-polyprenylbenzoate
4hacd	4-Hydroxyacid
4haqnlno	4-Hydroxyaminoquinoline N-oxide
4hatvacid	4-hydroxy-atorvastatin-acid / para-hydroxy-atorvastatin acid
4hatvlac	4-hydroxy-atorvastatin-lactone / para-hydroxy-atorvastatin lactone
4hba	4-Hydroxy-benzyl alcohol
4hbald	4-Hydroxybenzaldehyde (iJN746)
4hbutcoa	4-Hydroxybutyryl-CoA
4hbz	4-hydroxybenzoate
4hbzACP	4-hydroxybenzoyl ACP (iMEO21)
4hbzcoa	4-hydroxybenoyl-CoA
4hcnmylaldh	4-Hydroxycinnamyl aldehyde
4hcnmyloh	4-Hydroxycinnamyl alcohol
4hdebrisoquine	4 hydroxy debrisoquine
4hdxbutn	4-Hydroxybutanoate
4hexdtetcoa	4,7,10,13-hexadecatetraenoylcoa
4hexdtricoa	4,7,10-hexadecatrienoylcoa
4hglu	4_Hydroxy_L_glutamate
4hglusa	L-4-hydroxyglutamic semialdehyde
4hmcachl	4-Hydroxymethylcatechol
4hmdgluc	4-OH-midazolam-glucuronide
4hmsaclt	4-Hydroxymethylsalicylate
4hoxpac	4-Hydroxyphenylacetate
4hoxpacd	(4-hydroxyphenyl)acetaldehyde
4hphac	4-hydroxyphenylacetate
4hphacp	Hydroxyphehylacetyl phosphate
4hpro_D	cis-4-Hydroxy-D-proline
4hpro_LT	trans-4-hydroxy-L-proline
4hthdp	4-hydroxy-tetrahydrodipicolinate
4hthr	4-Hydroxy-L-threonine
4imidzln	4-Imidazolone
4izp	4-Imidazolone-5-propanoate
4m3hhexACP	4-methyl-3-hydroxy-hexanoyl-ACP
4m3hpentACP	4-methyl-3-hydroxy-pentanoyl-ACP
4m3ohexACP	4-methyl-3-oxo-hexanoyl-ACP
4m3opentACP	4-methyl-3-oxo-pentanoyl-ACP
4mabal	4-Methylaminobutanal
4mabtrt	4-Methylaminobutyrate
4mbfrlact	4-Methylumbelliferyl acetate
4mboh	4-Methylbenzyl alcohol
4mcat	4-Methylcatechol
4mcbiphe	4-Monochloro-biphenyl
4met2obut	4_Methylthio_2_oxobutanoate
4mhetz	4-Methyl-5-(2-hydroxyethyl)-thiazole
4mhexACP	4-methyl-hexanoyl-ACP
4mlacac	4-maleylacetoacetate
4mmlctn	4-Methylmuconolactone
4mop	4-methyl-2-oxopentanoate
4mpentACP	4-methyl-pentanoyl-ACP
4mpetz	4-Methyl-5-(2-phosphoethyl)-thiazole
4mptnl	4-methylpentanal
4mthex2eACP	4-methyl-trans-hex-2-enoyl-ACP
4mtob	4-methyl-thio-oxo-butyrate
4mtolbutamide	4 hydroxy tolbutamide
4mtpent2eACP	4-methyl-trans-pent-2-enoyl-ACP
4mzym_int1	4-Methylzymosterol intermediate 1
4mzym_int2	4-Methylzymosterol intermediate 2
4nph	4-nitrophenolate
4nphsf	4-Nitrophenyl sulfate
4nqnln1o	4-Nitroquinoline 1-oxide
4obgslpc	4-O-beta-D-Glucosyl-cis-p-coumarate
4oh_dcf	4-Hydroxydiclofenac
4oh_dcf_glc	4-Hydroxydiclofenac Glucuronide
4oh_kp	4-Hydroxybenzyl Ketoprofen
4oh_kp_glc	4-Hydroxybenzyl Ketoprofen Glucuronide
4oh_levole	4-Hydroxy Levamisole (M1)
4oh_levole_glc	4-Hydroxy Levamisole Glucuronide
4oh_meth	4-Hydroxymethamphetamine
4oh_meth_glc	4-Hydroxymethamphetamine Glucuronide
4oh_propl	4-Hydroxypropanolol
4oh_propl_glc	4-Hydroxypropranolol Glucuronide
4oh_trz	4-Hydroxytriazolam
4oh_trz_glc	4-Hydroxy Triazolam Glucuronide
4oh_vcz	4-Hydroxyvoriconazole
4oh_vcz_glc	4-Hydroxyvoriconazole Glucuronide
4ohbut	4-Hydroxy-Butyrate
4ohmdz	4-OH-midazolam
4pasp	4-Phospho-L-aspartate
4pentcoa	4-pentenoyl-CoA
4per	4-Phospho-D-erythronate
4ppan	D-4-Phosphopantothenate
4ppcys	N-((R)-4-Phosphopantothenoyl)-L-cysteine
4pyrdx	4-pyridoxate
4pyrdxlctn	4-Pyridoxolactone
4r5au	4-(1-D-Ribitylamino)-5-aminouracil
4sbaldh	4-Sulfobenzaldehyde
4sbnzt	4-Sulfobenzoate
4sp2kchccoa	4-Isopropenyl-2-ketocyclohexane-1-carboxyl-CoA
